set_id,set_name,card_id,local_id,name,types,hp,stage,rarity,artist,image
bw1,Black & White,bw1-36,36,Ducklett,,,,,,https://assets.tcgdex.net/en/bw/bw1/36
bw1,Black & White,bw1-37,37,Swanna,,,,,,https://assets.tcgdex.net/en/bw/bw1/37
bw1,Black & White,bw1-38,38,Alomomola,,,,,,https://assets.tcgdex.net/en/bw/bw1/38
bw1,Black & White,bw1-39,39,Alomomola,,,,,,https://assets.tcgdex.net/en/bw/bw1/39
bw1,Black & White,bw1-40,40,Blitzle,,,,,,https://assets.tcgdex.net/en/bw/bw1/40
bw1,Black & White,bw1-41,41,Blitzle,,,,,,https://assets.tcgdex.net/en/bw/bw1/41
bw1,Black & White,bw1-42,42,Zebstrika,,,,,,https://assets.tcgdex.net/en/bw/bw1/42
bw1,Black & White,bw1-43,43,Zebstrika,,,,,,https://assets.tcgdex.net/en/bw/bw1/43
bw1,Black & White,bw1-44,44,Joltik,,,,,,https://assets.tcgdex.net/en/bw/bw1/44
bw1,Black & White,bw1-45,45,Joltik,,,,,,https://assets.tcgdex.net/en/bw/bw1/45
bw1,Black & White,bw1-46,46,Galvantula,,,,,,https://assets.tcgdex.net/en/bw/bw1/46
bw1,Black & White,bw1-47,47,Zekrom,,,,,,https://assets.tcgdex.net/en/bw/bw1/47
bw1,Black & White,bw1-48,48,Munna,,,,,,https://assets.tcgdex.net/en/bw/bw1/48
bw1,Black & White,bw1-49,49,Musharna,,,,,,https://assets.tcgdex.net/en/bw/bw1/49
bw1,Black & White,bw1-50,50,Woobat,,,,,,https://assets.tcgdex.net/en/bw/bw1/50
bw1,Black & White,bw1-51,51,Swoobat,,,,,,https://assets.tcgdex.net/en/bw/bw1/51
bw1,Black & White,bw1-52,52,Venipede,,,,,,https://assets.tcgdex.net/en/bw/bw1/52
bw1,Black & White,bw1-53,53,Whirlipede,,,,,,https://assets.tcgdex.net/en/bw/bw1/53
bw1,Black & White,bw1-54,54,Scolipede,,,,,,https://assets.tcgdex.net/en/bw/bw1/54
bw1,Black & White,bw1-55,55,Solosis,,,,,,https://assets.tcgdex.net/en/bw/bw1/55
bw1,Black & White,bw1-56,56,Duosion,,,,,,https://assets.tcgdex.net/en/bw/bw1/56
bw1,Black & White,bw1-57,57,Reuniclus,,,,,,https://assets.tcgdex.net/en/bw/bw1/57
bw1,Black & White,bw1-58,58,Timburr,,,,,,https://assets.tcgdex.net/en/bw/bw1/58
bw1,Black & White,bw1-59,59,Timburr,,,,,,https://assets.tcgdex.net/en/bw/bw1/59
bw1,Black & White,bw1-60,60,Gurdurr,,,,,,https://assets.tcgdex.net/en/bw/bw1/60
bw1,Black & White,bw1-61,61,Throh,,,,,,https://assets.tcgdex.net/en/bw/bw1/61
bw1,Black & White,bw1-62,62,Sawk,,,,,,https://assets.tcgdex.net/en/bw/bw1/62
bw1,Black & White,bw1-63,63,Sandile,,,,,,https://assets.tcgdex.net/en/bw/bw1/63
bw1,Black & White,bw1-64,64,Krokorok,,,,,,https://assets.tcgdex.net/en/bw/bw1/64
bw1,Black & White,bw1-65,65,Krookodile,,,,,,https://assets.tcgdex.net/en/bw/bw1/65
bw1,Black & White,bw1-66,66,Purrloin,,,,,,https://assets.tcgdex.net/en/bw/bw1/66
bw1,Black & White,bw1-67,67,Liepard,,,,,,https://assets.tcgdex.net/en/bw/bw1/67
bw1,Black & White,bw1-68,68,Scraggy,,,,,,https://assets.tcgdex.net/en/bw/bw1/68
bw1,Black & White,bw1-69,69,Scrafty,,,,,,https://assets.tcgdex.net/en/bw/bw1/69
bw1,Black & White,bw1-70,70,Zorua,,,,,,https://assets.tcgdex.net/en/bw/bw1/70
bw1,Black & White,bw1-71,71,Zoroark,,,,,,https://assets.tcgdex.net/en/bw/bw1/71
bw1,Black & White,bw1-72,72,Vullaby,,,,,,https://assets.tcgdex.net/en/bw/bw1/72
bw1,Black & White,bw1-73,73,Mandibuzz,,,,,,https://assets.tcgdex.net/en/bw/bw1/73
bw1,Black & White,bw1-74,74,Klink,,,,,,https://assets.tcgdex.net/en/bw/bw1/74
bw1,Black & White,bw1-75,75,Klang,,,,,,https://assets.tcgdex.net/en/bw/bw1/75
bw1,Black & White,bw1-76,76,Klinklang,,,,,,https://assets.tcgdex.net/en/bw/bw1/76
bw1,Black & White,bw1-77,77,Patrat,,,,,,https://assets.tcgdex.net/en/bw/bw1/77
bw1,Black & White,bw1-78,78,Patrat,,,,,,https://assets.tcgdex.net/en/bw/bw1/78
bw1,Black & White,bw1-79,79,Watchog,,,,,,https://assets.tcgdex.net/en/bw/bw1/79
bw1,Black & White,bw1-80,80,Lillipup,,,,,,https://assets.tcgdex.net/en/bw/bw1/80
bw1,Black & White,bw1-81,81,Lillipup,,,,,,https://assets.tcgdex.net/en/bw/bw1/81
bw1,Black & White,bw1-82,82,Herdier,,,,,,https://assets.tcgdex.net/en/bw/bw1/82
bw1,Black & White,bw1-83,83,Stoutland,,,,,,https://assets.tcgdex.net/en/bw/bw1/83
bw1,Black & White,bw1-84,84,Pidove,,,,,,https://assets.tcgdex.net/en/bw/bw1/84
bw1,Black & White,bw1-85,85,Tranquill,,,,,,https://assets.tcgdex.net/en/bw/bw1/85
bw1,Black & White,bw1-86,86,Unfezant,,,,,,https://assets.tcgdex.net/en/bw/bw1/86
bw1,Black & White,bw1-87,87,Audino,,,,,,https://assets.tcgdex.net/en/bw/bw1/87
bw1,Black & White,bw1-88,88,Minccino,,,,,,https://assets.tcgdex.net/en/bw/bw1/88
bw1,Black & White,bw1-89,89,Cinccino,,,,,,https://assets.tcgdex.net/en/bw/bw1/89
bw1,Black & White,bw1-90,90,Bouffalant,,,,,,https://assets.tcgdex.net/en/bw/bw1/90
bw1,Black & White,bw1-91,91,Bouffalant,,,,,,https://assets.tcgdex.net/en/bw/bw1/91
bw1,Black & White,bw1-92,92,Energy Retrieval,,,,,,https://assets.tcgdex.net/en/bw/bw1/92
bw1,Black & White,bw1-93,93,Energy Search,,,,,,https://assets.tcgdex.net/en/bw/bw1/93
bw1,Black & White,bw1-94,94,Energy Switch,,,,,,https://assets.tcgdex.net/en/bw/bw1/94
bw1,Black & White,bw1-95,95,Full Heal,,,,,,https://assets.tcgdex.net/en/bw/bw1/95
bw1,Black & White,bw1-96,96,PlusPower,,,,,,https://assets.tcgdex.net/en/bw/bw1/96
bw1,Black & White,bw1-97,97,Poké Ball,,,,,,https://assets.tcgdex.net/en/bw/bw1/97
bw1,Black & White,bw1-98,98,Pokédex,,,,,,https://assets.tcgdex.net/en/bw/bw1/98
bw1,Black & White,bw1-99,99,Pokémon Communication,,,,,,https://assets.tcgdex.net/en/bw/bw1/99
bw1,Black & White,bw1-100,100,Potion,,,,,,https://assets.tcgdex.net/en/bw/bw1/100
bw1,Black & White,bw1-101,101,Professor Juniper,,,,,,https://assets.tcgdex.net/en/bw/bw1/101
bw1,Black & White,bw1-102,102,Revive,,,,,,https://assets.tcgdex.net/en/bw/bw1/102
bw1,Black & White,bw1-103,103,Super Scoop Up,,,,,,https://assets.tcgdex.net/en/bw/bw1/103
bw1,Black & White,bw1-104,104,Switch,,,,,,https://assets.tcgdex.net/en/bw/bw1/104
bw1,Black & White,bw1-105,105,Grass Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/105
bw1,Black & White,bw1-106,106,Fire Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/106
bw1,Black & White,bw1-107,107,Water Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/107
bw1,Black & White,bw1-108,108,Lightning Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/108
bw1,Black & White,bw1-109,109,Psychic Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/109
bw1,Black & White,bw1-110,110,Fighting Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/110
bw1,Black & White,bw1-111,111,Darkness Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/111
bw1,Black & White,bw1-112,112,Metal Energy,,,,,,https://assets.tcgdex.net/en/bw/bw1/112
bw1,Black & White,bw1-113,113,Reshiram,,,,,,https://assets.tcgdex.net/en/bw/bw1/113
bw1,Black & White,bw1-114,114,Zekrom,,,,,,https://assets.tcgdex.net/en/bw/bw1/114
bw1,Black & White,bw1-115,115,Pikachu,,,,,,https://assets.tcgdex.net/en/bw/bw1/115
bwp,BW Black Star Promos,bwp-BW01,BW01,Snivy,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW01
bwp,BW Black Star Promos,bwp-BW02,BW02,Tepig,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW02
bwp,BW Black Star Promos,bwp-BW03,BW03,Oshawott,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW03
bwp,BW Black Star Promos,bwp-BW04,BW04,Reshiram,,,,,,
bwp,BW Black Star Promos,bwp-BW05,BW05,Zekrom,,,,,,
bwp,BW Black Star Promos,bwp-BW06,BW06,Snivy,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW06
bwp,BW Black Star Promos,bwp-BW07,BW07,Tepig,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW07
bwp,BW Black Star Promos,bwp-BW08,BW08,Oshawott,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW08
bwp,BW Black Star Promos,bwp-BW09,BW09,Zoroark,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW09
bwp,BW Black Star Promos,bwp-BW10,BW10,Axew,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW10
bwp,BW Black Star Promos,bwp-BW100,BW100,N,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW100
bwp,BW Black Star Promos,bwp-BW101,BW101,Genesect,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW101
bwp,BW Black Star Promos,bwp-BW11,BW11,Pansage,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW11
bwp,BW Black Star Promos,bwp-BW12,BW12,Zorua,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW12
bwp,BW Black Star Promos,bwp-BW13,BW13,Minccino,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW13
bwp,BW Black Star Promos,bwp-BW14,BW14,Pansage,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW14
bwp,BW Black Star Promos,bwp-BW15,BW15,Pidove,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW15
bwp,BW Black Star Promos,bwp-BW16,BW16,Axew,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW16
bwp,BW Black Star Promos,bwp-BW17,BW17,Ducklett,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW17
bwp,BW Black Star Promos,bwp-BW18,BW18,Darumaka,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW18
bwp,BW Black Star Promos,bwp-BW19,BW19,Zoroark,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW19
bwp,BW Black Star Promos,bwp-BW20,BW20,Serperior,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW20
bwp,BW Black Star Promos,bwp-BW21,BW21,Emboar,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW21
bwp,BW Black Star Promos,bwp-BW22,BW22,Samurott,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW22
bwp,BW Black Star Promos,bwp-BW23,BW23,Reshiram,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW23
bwp,BW Black Star Promos,bwp-BW24,BW24,Zekrom,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW24
bwp,BW Black Star Promos,bwp-BW25,BW25,Scraggy,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW25
bwp,BW Black Star Promos,bwp-BW26,BW26,Axew,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW26
bwp,BW Black Star Promos,bwp-BW27,BW27,Litwick,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW27
bwp,BW Black Star Promos,bwp-BW28,BW28,Tropical Beach,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW28
bwp,BW Black Star Promos,bwp-BW29,BW29,Victory Cup,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW29
bwp,BW Black Star Promos,bwp-BW30,BW30,Victory Cup,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW30
bwp,BW Black Star Promos,bwp-BW31,BW31,Victory Cup,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW31
bwp,BW Black Star Promos,bwp-BW32,BW32,Victini,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW32
bwp,BW Black Star Promos,bwp-BW33,BW33,Riolu,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW33
bwp,BW Black Star Promos,bwp-BW34,BW34,Luxio,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW34
bwp,BW Black Star Promos,bwp-BW35,BW35,Meowth,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW35
bwp,BW Black Star Promos,bwp-BW36,BW36,Reshiram-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW36
bwp,BW Black Star Promos,bwp-BW37,BW37,Kyurem-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW37
bwp,BW Black Star Promos,bwp-BW38,BW38,Zekrom-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW38
bwp,BW Black Star Promos,bwp-BW39,BW39,Battle City,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW39
bwp,BW Black Star Promos,bwp-BW40,BW40,Volcarona,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW40
bwp,BW Black Star Promos,bwp-BW41,BW41,Thundurus,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW41
bwp,BW Black Star Promos,bwp-BW42,BW42,Tornadus,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW42
bwp,BW Black Star Promos,bwp-BW43,BW43,Landorus,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW43
bwp,BW Black Star Promos,bwp-BW44,BW44,Kyurem,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW44
bwp,BW Black Star Promos,bwp-BW45,BW45,Mewtwo-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW45
bwp,BW Black Star Promos,bwp-BW46,BW46,Darkrai-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW46
bwp,BW Black Star Promos,bwp-BW47,BW47,Rayquaza-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW47
bwp,BW Black Star Promos,bwp-BW48,BW48,Altaria,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW48
bwp,BW Black Star Promos,bwp-BW49,BW49,Lilligant,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW49
bwp,BW Black Star Promos,bwp-BW50,BW50,Tropical Beach,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW50
bwp,BW Black Star Promos,bwp-BW51,BW51,Crobat,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW51
bwp,BW Black Star Promos,bwp-BW52,BW52,Lillipup,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW52
bwp,BW Black Star Promos,bwp-BW53,BW53,Flygon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW53
bwp,BW Black Star Promos,bwp-BW54,BW54,Pikachu,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW54
bwp,BW Black Star Promos,bwp-BW55,BW55,Elgyem,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW55
bwp,BW Black Star Promos,bwp-BW56,BW56,Empoleon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW56
bwp,BW Black Star Promos,bwp-BW57,BW57,Haxorus,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW57
bwp,BW Black Star Promos,bwp-BW58,BW58,Black Kyurem,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW58
bwp,BW Black Star Promos,bwp-BW59,BW59,White Kyurem,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW59
bwp,BW Black Star Promos,bwp-BW60,BW60,Keldeo,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW60
bwp,BW Black Star Promos,bwp-BW61,BW61,Keldeo-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW61
bwp,BW Black Star Promos,bwp-BW62,BW62,Black Kyurem-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW62
bwp,BW Black Star Promos,bwp-BW63,BW63,White Kyurem-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW63
bwp,BW Black Star Promos,bwp-BW64,BW64,Drifblim,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW64
bwp,BW Black Star Promos,bwp-BW65,BW65,Jigglypuff,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW65
bwp,BW Black Star Promos,bwp-BW66,BW66,Ninetales,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW66
bwp,BW Black Star Promos,bwp-BW67,BW67,Ampharos,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW67
bwp,BW Black Star Promos,bwp-BW68,BW68,Meloetta,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW68
bwp,BW Black Star Promos,bwp-BW69,BW69,Meloetta,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW69
bwp,BW Black Star Promos,bwp-BW70,BW70,Virizion,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW70
bwp,BW Black Star Promos,bwp-BW71,BW71,Terrakion,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW71
bwp,BW Black Star Promos,bwp-BW72,BW72,Cobalion,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW72
bwp,BW Black Star Promos,bwp-BW73,BW73,Darkrai,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW73
bwp,BW Black Star Promos,bwp-BW74,BW74,Giratina,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW74
bwp,BW Black Star Promos,bwp-BW75,BW75,Metagross,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW75
bwp,BW Black Star Promos,bwp-BW76,BW76,Electrode,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW76
bwp,BW Black Star Promos,bwp-BW77,BW77,Pikachu,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW77
bwp,BW Black Star Promos,bwp-BW78,BW78,Raichu,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW78
bwp,BW Black Star Promos,bwp-BW79,BW79,Landorus,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW79
bwp,BW Black Star Promos,bwp-BW80,BW80,Druddigon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW80
bwp,BW Black Star Promos,bwp-BW81,BW81,Thundurus-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW81
bwp,BW Black Star Promos,bwp-BW82,BW82,Deoxys-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW82
bwp,BW Black Star Promos,bwp-BW83,BW83,Lugia-EX,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW83
bwp,BW Black Star Promos,bwp-BW84,BW84,Porygon-Z,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW84
bwp,BW Black Star Promos,bwp-BW85,BW85,Lucario,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW85
bwp,BW Black Star Promos,bwp-BW86,BW86,Genesect,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW86
bwp,BW Black Star Promos,bwp-BW87,BW87,Leafeon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW87
bwp,BW Black Star Promos,bwp-BW88,BW88,Flareon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW88
bwp,BW Black Star Promos,bwp-BW89,BW89,Vaporeon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW89
bwp,BW Black Star Promos,bwp-BW90,BW90,Glaceon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW90
bwp,BW Black Star Promos,bwp-BW91,BW91,Jolteon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW91
bwp,BW Black Star Promos,bwp-BW92,BW92,Espeon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW92
bwp,BW Black Star Promos,bwp-BW93,BW93,Umbreon,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW93
bwp,BW Black Star Promos,bwp-BW94,BW94,Eevee,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW94
bwp,BW Black Star Promos,bwp-BW95,BW95,Champions Festival,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW95
bwp,BW Black Star Promos,bwp-BW96,BW96,Tornadus-EX,,,,,,
bwp,BW Black Star Promos,bwp-BW97,BW97,Eevee,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW97
bwp,BW Black Star Promos,bwp-BW98,BW98,Mew,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW98
bwp,BW Black Star Promos,bwp-BW99,BW99,Genesect,,,,,,https://assets.tcgdex.net/en/bw/bwp/BW99
2011bw,McDonald's Collection 2011,2011bw-1,1,Snivy,,,,,,
2011bw,McDonald's Collection 2011,2011bw-2,2,Maractus,,,,,,
2011bw,McDonald's Collection 2011,2011bw-3,3,Tepig,,,,,,
2011bw,McDonald's Collection 2011,2011bw-4,4,Oshawott,,,,,,
2011bw,McDonald's Collection 2011,2011bw-5,5,Alomomola,,,,,,
2011bw,McDonald's Collection 2011,2011bw-6,6,Blitzle,,,,,,
2011bw,McDonald's Collection 2011,2011bw-7,7,Munna,,,,,,
2011bw,McDonald's Collection 2011,2011bw-8,8,Sandile,,,,,,
2011bw,McDonald's Collection 2011,2011bw-9,9,Zorua,,,,,,
2011bw,McDonald's Collection 2011,2011bw-10,10,Klink,,,,,,
2011bw,McDonald's Collection 2011,2011bw-11,11,Pidove,,,,,,
2011bw,McDonald's Collection 2011,2011bw-12,12,Audino,,,,,,
bw2,Emerging Powers,bw2-1,1,Pansage,,,,,,https://assets.tcgdex.net/en/bw/bw2/1
bw2,Emerging Powers,bw2-2,2,Simisage,,,,,,https://assets.tcgdex.net/en/bw/bw2/2
bw2,Emerging Powers,bw2-3,3,Sewaddle,,,,,,https://assets.tcgdex.net/en/bw/bw2/3
bw2,Emerging Powers,bw2-4,4,Sewaddle,,,,,,https://assets.tcgdex.net/en/bw/bw2/4
bw2,Emerging Powers,bw2-5,5,Swadloon,,,,,,https://assets.tcgdex.net/en/bw/bw2/5
bw2,Emerging Powers,bw2-6,6,Swadloon,,,,,,https://assets.tcgdex.net/en/bw/bw2/6
bw2,Emerging Powers,bw2-7,7,Leavanny,,,,,,https://assets.tcgdex.net/en/bw/bw2/7
bw2,Emerging Powers,bw2-8,8,Leavanny,,,,,,https://assets.tcgdex.net/en/bw/bw2/8
bw2,Emerging Powers,bw2-9,9,Cottonee,,,,,,https://assets.tcgdex.net/en/bw/bw2/9
bw2,Emerging Powers,bw2-10,10,Cottonee,,,,,,https://assets.tcgdex.net/en/bw/bw2/10
bw2,Emerging Powers,bw2-11,11,Whimsicott,,,,,,https://assets.tcgdex.net/en/bw/bw2/11
bw2,Emerging Powers,bw2-12,12,Whimsicott,,,,,,https://assets.tcgdex.net/en/bw/bw2/12
bw2,Emerging Powers,bw2-13,13,Petilil,,,,,,https://assets.tcgdex.net/en/bw/bw2/13
bw2,Emerging Powers,bw2-14,14,Lilligant,,,,,,https://assets.tcgdex.net/en/bw/bw2/14
bw2,Emerging Powers,bw2-15,15,Deerling,,,,,,https://assets.tcgdex.net/en/bw/bw2/15
bw2,Emerging Powers,bw2-16,16,Sawsbuck,,,,,,https://assets.tcgdex.net/en/bw/bw2/16
bw2,Emerging Powers,bw2-17,17,Virizion,,,,,,https://assets.tcgdex.net/en/bw/bw2/17
bw2,Emerging Powers,bw2-18,18,Pansear,,,,,,https://assets.tcgdex.net/en/bw/bw2/18
bw2,Emerging Powers,bw2-19,19,Simisear,,,,,,https://assets.tcgdex.net/en/bw/bw2/19
bw2,Emerging Powers,bw2-20,20,Darumaka,,,,,,https://assets.tcgdex.net/en/bw/bw2/20
bw2,Emerging Powers,bw2-21,21,Darmanitan,,,,,,https://assets.tcgdex.net/en/bw/bw2/21
bw2,Emerging Powers,bw2-22,22,Panpour,,,,,,https://assets.tcgdex.net/en/bw/bw2/22
bw2,Emerging Powers,bw2-23,23,Simipour,,,,,,https://assets.tcgdex.net/en/bw/bw2/23
bw2,Emerging Powers,bw2-24,24,Basculin,,,,,,https://assets.tcgdex.net/en/bw/bw2/24
bw2,Emerging Powers,bw2-25,25,Basculin,,,,,,https://assets.tcgdex.net/en/bw/bw2/25
bw2,Emerging Powers,bw2-26,26,Ducklett,,,,,,https://assets.tcgdex.net/en/bw/bw2/26
bw2,Emerging Powers,bw2-27,27,Swanna,,,,,,https://assets.tcgdex.net/en/bw/bw2/27
bw2,Emerging Powers,bw2-28,28,Cubchoo,,,,,,https://assets.tcgdex.net/en/bw/bw2/28
bw2,Emerging Powers,bw2-29,29,Cubchoo,,,,,,https://assets.tcgdex.net/en/bw/bw2/29
bw2,Emerging Powers,bw2-30,30,Beartic,,,,,,https://assets.tcgdex.net/en/bw/bw2/30
bw2,Emerging Powers,bw2-31,31,Beartic,,,,,,https://assets.tcgdex.net/en/bw/bw2/31
bw2,Emerging Powers,bw2-32,32,Emolga,,,,,,https://assets.tcgdex.net/en/bw/bw2/32
bw2,Emerging Powers,bw2-33,33,Joltik,,,,,,https://assets.tcgdex.net/en/bw/bw2/33
bw2,Emerging Powers,bw2-34,34,Galvantula,,,,,,https://assets.tcgdex.net/en/bw/bw2/34
bw2,Emerging Powers,bw2-35,35,Thundurus,,,,,,https://assets.tcgdex.net/en/bw/bw2/35
bw2,Emerging Powers,bw2-36,36,Woobat,,,,,,https://assets.tcgdex.net/en/bw/bw2/36
bw2,Emerging Powers,bw2-37,37,Swoobat,,,,,,https://assets.tcgdex.net/en/bw/bw2/37
bw2,Emerging Powers,bw2-38,38,Venipede,,,,,,https://assets.tcgdex.net/en/bw/bw2/38
bw2,Emerging Powers,bw2-39,39,Whirlipede,,,,,,https://assets.tcgdex.net/en/bw/bw2/39
bw2,Emerging Powers,bw2-40,40,Scolipede,,,,,,https://assets.tcgdex.net/en/bw/bw2/40
bw2,Emerging Powers,bw2-41,41,Sigilyph,,,,,,https://assets.tcgdex.net/en/bw/bw2/41
bw2,Emerging Powers,bw2-42,42,Sigilyph,,,,,,https://assets.tcgdex.net/en/bw/bw2/42
bw2,Emerging Powers,bw2-43,43,Gothita,,,,,,https://assets.tcgdex.net/en/bw/bw2/43
bw2,Emerging Powers,bw2-44,44,Gothita,,,,,,https://assets.tcgdex.net/en/bw/bw2/44
bw2,Emerging Powers,bw2-45,45,Gothorita,,,,,,https://assets.tcgdex.net/en/bw/bw2/45
bw2,Emerging Powers,bw2-46,46,Gothorita,,,,,,https://assets.tcgdex.net/en/bw/bw2/46
bw2,Emerging Powers,bw2-47,47,Gothitelle,,,,,,https://assets.tcgdex.net/en/bw/bw2/47
bw2,Emerging Powers,bw2-48,48,Gothitelle,,,,,,https://assets.tcgdex.net/en/bw/bw2/48
bw2,Emerging Powers,bw2-49,49,Roggenrola,,,,,,https://assets.tcgdex.net/en/bw/bw2/49
bw2,Emerging Powers,bw2-50,50,Roggenrola,,,,,,https://assets.tcgdex.net/en/bw/bw2/50
bw2,Emerging Powers,bw2-51,51,Boldore,,,,,,https://assets.tcgdex.net/en/bw/bw2/51
bw2,Emerging Powers,bw2-52,52,Boldore,,,,,,https://assets.tcgdex.net/en/bw/bw2/52
bw2,Emerging Powers,bw2-53,53,Gigalith,,,,,,https://assets.tcgdex.net/en/bw/bw2/53
bw2,Emerging Powers,bw2-54,54,Drilbur,,,,,,https://assets.tcgdex.net/en/bw/bw2/54
bw2,Emerging Powers,bw2-55,55,Drilbur,,,,,,https://assets.tcgdex.net/en/bw/bw2/55
